location_id,state,district,city,locality
490,Himachal Pradesh,Sirmaur,Nahan,Nahan
491,Himachal Pradesh,Solan,Solan,Solan
492,Himachal Pradesh,Solan,Baddi,Baddi
493,Himachal Pradesh,Solan,Kasauli,Kasauli
494,Himachal Pradesh,Una,Amb,Amb
495,Himachal Pradesh,Una,Una,Una
496,Jammu and Kashmir,Anantnag,Anantnag,Anantnag
497,Jammu and Kashmir,Anantnag,Pahalgam,Pahalgam
498,Jammu and Kashmir,Bandipora,Bandipora,Bandipora
499,Jammu and Kashmir,Baramulla,Sopore,Sopore
500,Jammu and Kashmir,Baramulla,Baramulla,Baramulla
501,Jammu and Kashmir,Budgam,Budgam,Budgam
502,Jammu and Kashmir,Budgam,Chadoora,Chadoora
503,Jammu and Kashmir,Doda,Doda,Doda
504,Jammu and Kashmir,Doda,Bhaderwah,Bhaderwah
505,Jammu and Kashmir,Ganderbal,Ganderbal,Ganderbal
506,Jammu and Kashmir,Jammu,Bishnah,Bishnah
507,Jammu and Kashmir,Jammu,Akhnoor,Akhnoor
508,Jammu and Kashmir,Jammu,Jammu,Jammu
509,Jammu and Kashmir,Kathua,Hiranagar,Hiranagar
510,Jammu and Kashmir,Kathua,Kathua,Kathua
511,Jammu and Kashmir,Kishtwar,Kishtwar,Kishtwar
512,Jammu and Kashmir,Kulgam,Kulgam,Kulgam
513,Jammu and Kashmir,Kupwara,Kupwara,Kupwara
514,Jammu and Kashmir,Kupwara,Handwara,Handwara
515,Jammu and Kashmir,Poonch,Poonch,Poonch
516,Jammu and Kashmir,Pulwama,Pulwama,Pulwama
517,Jammu and Kashmir,Pulwama,Shopian,Shopian
518,Jammu and Kashmir,Rajouri,Rajouri,Rajouri
519,Jammu and Kashmir,Rajouri,Nowshera,Nowshera
520,Jammu and Kashmir,Ramban,Ramban,Ramban
521,Jammu and Kashmir,Reasi,Reasi,Reasi
522,Jammu and Kashmir,Samba,Samba,Samba
523,Jammu and Kashmir,Shopian,Shopian,Shopian
524,Jammu and Kashmir,Srinagar,Anantnag,Anantnag
525,Jammu and Kashmir,Srinagar,Srinagar,Srinagar
526,Jammu and Kashmir,Udhampur,Ramnagar,Ramnagar
527,Jammu and Kashmir,Udhampur,Udhampur,Udhampur
528,Jharkhand,Bokaro,Chas,Chas
529,Jharkhand,Bokaro,Bokaro Steel City,Bokaro Steel City
530,Jharkhand,Chatra,Chatra,Chatra
531,Jharkhand,Deoghar,Deoghar,Deoghar
532,Jharkhand,Dhanbad,Dhanbad,Dhanbad
533,Jharkhand,Dhanbad,Sindri,Sindri
534,Jharkhand,Dhanbad,Jharia,Jharia
535,Jharkhand,Dumka,Dumka,Dumka
536,Jharkhand,East Singhbhum,Jamshedpur,Jamshedpur
537,Jharkhand,East Singhbhum,Mango,Mango
538,Jharkhand,East Singhbhum,Jugsalai,Jugsalai
539,Jharkhand,East Singhbhum,Adityapur,Adityapur
540,Jharkhand,Garhwa,Garhwa,Garhwa
541,Jharkhand,Giridih,Giridih,Giridih
542,Jharkhand,Godda,Godda,Godda
543,Jharkhand,Gumla,Gumla,Gumla
544,Jharkhand,Hazaribagh,Hazaribagh,Hazaribagh
545,Jharkhand,Hazaribagh,Ramgarh,Ramgarh
546,Jharkhand,Jamtara,Jamtara,Jamtara
547,Jharkhand,Khunti,Khunti,Khunti
548,Jharkhand,Koderma,Koderma,Koderma
549,Jharkhand,Latehar,Latehar,Latehar
550,Jharkhand,Lohardaga,Lohardaga,Lohardaga
551,Jharkhand,Pakur,Pakur,Pakur
552,Jharkhand,Palamu,Daltonganj,Daltonganj
553,Jharkhand,Ramgarh,Ramgarh,Ramgarh
554,Jharkhand,Ranchi,Ranchi,Ranchi
555,Jharkhand,Ranchi,Namkum,Namkum
556,Jharkhand,Ranchi,Hatia,Hatia
557,Jharkhand,Sahibganj,Sahibganj,Sahibganj
558,Jharkhand,Seraikela Kharsawan,Seraikela,Seraikela
559,Jharkhand,Simdega,Simdega,Simdega
560,Jharkhand,West Singhbhum,Chaibasa,Chaibasa
561,Jharkhand,West Singhbhum,Chakradharpur,Chakradharpur
562,Karnataka,Bagalkot,Bagalkot,Bagalkot
563,Karnataka,Bagalkot,Mudhol,Mudhol
564,Karnataka,Ballari,Hospet,Hospet
565,Karnataka,Ballari,Ballari,Ballari
566,Karnataka,Belagavi,Chikodi,Chikodi
567,Karnataka,Belagavi,Gokak,Gokak
568,Karnataka,Belagavi,Belagavi,Belagavi
569,Karnataka,Bengaluru Rural,Hoskote,Hoskote
570,Karnataka,Bengaluru Rural,Doddaballapur,Doddaballapur
571,Karnataka,Bengaluru Rural,Devanahalli,Devanahalli
572,Karnataka,Bengaluru Urban,JP Nagar,JP Nagar
573,Karnataka,Bengaluru Urban,HSR Layout,HSR Layout
574,Karnataka,Bengaluru Urban,Jayanagar,Jayanagar
575,Karnataka,Bengaluru Urban,Bengaluru,Bengaluru
576,Karnataka,Bengaluru Urban,Yelahanka,Yelahanka
577,Karnataka,Bengaluru Urban,Marathahalli,Marathahalli
578,Karnataka,Bengaluru Urban,Rajajinagar,Rajajinagar
579,Karnataka,Bengaluru Urban,Electronic City,Electronic City
580,Karnataka,Bengaluru Urban,Indiranagar,Indiranagar
581,Karnataka,Bengaluru Urban,Koramangala,Koramangala
582,Karnataka,Bengaluru Urban,Whitefield,Whitefield
583,Karnataka,Bidar,Bidar,Bidar
584,Karnataka,Bidar,Basavakalyan,Basavakalyan
585,Karnataka,Chamarajanagar,Kollegal,Kollegal
586,Karnataka,Chamarajanagar,Chamarajanagar,Chamarajanagar
587,Karnataka,Chikkaballapura,Chintamani,Chintamani
588,Karnataka,Chikkaballapura,Chikkaballapur,Chikkaballapur
589,Karnataka,Chikkamagaluru,Kadur,Kadur
590,Karnataka,Chikkamagaluru,Chikkamagaluru,Chikkamagaluru
591,Karnataka,Chikkamagaluru,Mudigere,Mudigere
592,Karnataka,Chitradurga,Davangere,Davangere
593,Karnataka,Chitradurga,Chitradurga,Chitradurga
594,Karnataka,Dakshina Kannada,Mangaluru,Mangaluru
595,Karnataka,Dakshina Kannada,Sullia,Sullia
596,Karnataka,Dakshina Kannada,Puttur,Puttur
597,Karnataka,Davanagere,Harihar,Harihar
598,Karnataka,Davanagere,Davangere,Davangere
599,Karnataka,Dharwad,Hubli,Hubli
600,Karnataka,Dharwad,Dharwad,Dharwad
601,Karnataka,Gadag,Gadag,Gadag
602,Karnataka,Gadag,Nargund,Nargund
603,Karnataka,Hassan,Hassan,Hassan
604,Karnataka,Hassan,Belur,Belur
605,Karnataka,Hassan,Arsikere,Arsikere
606,Karnataka,Haveri,Ranebennur,Ranebennur
607,Karnataka,Haveri,Haveri,Haveri
608,Karnataka,Kalaburagi,Kalaburagi,Kalaburagi
609,Karnataka,Kalaburagi,Sedam,Sedam
610,Karnataka,Kodagu,Virajpet,Virajpet
611,Karnataka,Kodagu,Madikeri,Madikeri
612,Karnataka,Kolar,KGF,KGF
613,Karnataka,Kolar,Kolar,Kolar
614,Karnataka,Kolar,Bangarpet,Bangarpet
615,Karnataka,Koppal,Koppal,Koppal
616,Karnataka,Koppal,Gangavathi,Gangavathi
617,Karnataka,Mandya,Srirangapatna,Srirangapatna
618,Karnataka,Mandya,Maddur,Maddur
619,Karnataka,Mandya,Mandya,Mandya
620,Karnataka,Mysuru,Hunsur,Hunsur
621,Karnataka,Mysuru,Nanjangud,Nanjangud
622,Karnataka,Mysuru,Mysuru,Mysuru
623,Karnataka,Raichur,Sindhanur,Sindhanur
624,Karnataka,Raichur,Manvi,Manvi
625,Karnataka,Raichur,Raichur,Raichur
626,Karnataka,Ramanagara,Channapatna,Channapatna
627,Karnataka,Ramanagara,Kanakapura,Kanakapura
628,Karnataka,Ramanagara,Ramanagara,Ramanagara
629,Karnataka,Shivamogga,Shivamogga,Shivamogga
630,Karnataka,Shivamogga,Bhadravati,Bhadravati
631,Karnataka,Shivamogga,Sagar,Sagar
632,Karnataka,Tumakuru,Madhugiri,Madhugiri
633,Karnataka,Tumakuru,Tumakuru,Tumakuru
634,Karnataka,Tumakuru,Tiptur,Tiptur
635,Karnataka,Udupi,Udupi,Udupi
636,Karnataka,Udupi,Kundapur,Kundapur
637,Karnataka,Udupi,Manipal,Manipal
638,Karnataka,Uttara Kannada,Karwar,Karwar
639,Karnataka,Uttara Kannada,Kumta,Kumta
640,Karnataka,Uttara Kannada,Sirsi,Sirsi
641,Karnataka,Vijayapura,Vijayapura,Vijayapura
642,Karnataka,Vijayapura,Indi,Indi
643,Karnataka,Yadgir,Shahapur,Shahapur
644,Karnataka,Yadgir,Yadgir,Yadgir
645,Kerala,Alappuzha,Kayamkulam,Kayamkulam
646,Kerala,Alappuzha,Alappuzha,Alappuzha
647,Kerala,Alappuzha,Haripad,Haripad
648,Kerala,Alappuzha,Cherthala,Cherthala
649,Kerala,Ernakulam,Kakkanad,Kakkanad
650,Kerala,Ernakulam,Angamaly,Angamaly
651,Kerala,Ernakulam,Kalamassery,Kalamassery
652,Kerala,Ernakulam,Aluva,Aluva
653,Kerala,Ernakulam,Perumbavoor,Perumbavoor
654,Kerala,Ernakulam,Thrippunithura,Thrippunithura
655,Kerala,Ernakulam,Kochi,Kochi
656,Kerala,Idukki,Munnar,Munnar
657,Kerala,Idukki,Kattappana,Kattappana
658,Kerala,Idukki,Thodupuzha,Thodupuzha
659,Kerala,Kannur,Payyanur,Payyanur
660,Kerala,Kannur,Kannur,Kannur
661,Kerala,Kannur,Thalassery,Thalassery
662,Kerala,Kasaragod,Kasaragod,Kasaragod
663,Kerala,Kasaragod,Kanhangad,Kanhangad
664,Kerala,Kollam,Punalur,Punalur
665,Kerala,Kollam,Karunagappally,Karunagappally
666,Kerala,Kollam,Kollam,Kollam
667,Kerala,Kottayam,Pala,Pala
668,Kerala,Kottayam,Kottayam,Kottayam
669,Kerala,Kottayam,Changanacherry,Changanacherry
670,Kerala,Kottayam,Vaikom,Vaikom
671,Kerala,Kozhikode,Vadakara,Vadakara
672,Kerala,Kozhikode,Koyilandy,Koyilandy
673,Kerala,Kozhikode,Kozhikode,Kozhikode
674,Kerala,Malappuram,Malappuram,Malappuram
675,Kerala,Malappuram,Manjeri,Manjeri
676,Kerala,Malappuram,Ponnani,Ponnani
677,Kerala,Malappuram,Tirur,Tirur
678,Kerala,Palakkad,Ottappalam,Ottappalam
679,Kerala,Palakkad,Shoranur,Shoranur
680,Kerala,Palakkad,Palakkad,Palakkad
681,Kerala,Palakkad,Mannarkkad,Mannarkkad
682,Kerala,Pathanamthitta,Adoor,Adoor
683,Kerala,Pathanamthitta,Pathanamthitta,Pathanamthitta
684,Kerala,Pathanamthitta,Thiruvalla,Thiruvalla
685,Kerala,Thiruvananthapuram,Neyyattinkara,Neyyattinkara
686,Kerala,Thiruvananthapuram,Varkala,Varkala
687,Kerala,Thiruvananthapuram,Attingal,Attingal
688,Kerala,Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram
689,Kerala,Thrissur,Kunnamkulam,Kunnamkulam
690,Kerala,Thrissur,Chalakudy,Chalakudy
691,Kerala,Thrissur,Irinjalakuda,Irinjalakuda
692,Kerala,Thrissur,Thrissur,Thrissur
693,Kerala,Wayanad,Kalpetta,Kalpetta
694,Kerala,Wayanad,Sulthan Bathery,Sulthan Bathery
695,Kerala,Wayanad,Mananthavady,Mananthavady
696,Ladakh,Kargil,Zanskar,Zanskar
697,Ladakh,Kargil,Kargil,Kargil
698,Ladakh,Leh,Leh,Leh
699,Ladakh,Leh,Nubra,Nubra
700,Lakshadweep,Lakshadweep,Agatti,Agatti
701,Lakshadweep,Lakshadweep,Minicoy,Minicoy
702,Lakshadweep,Lakshadweep,Kavaratti,Kavaratti
703,Madhya Pradesh,Agar Malwa,Agar,Agar
704,Madhya Pradesh,Alirajpur,Alirajpur,Alirajpur
705,Madhya Pradesh,Anuppur,Anuppur,Anuppur
706,Madhya Pradesh,Ashoknagar,Ashoknagar,Ashoknagar
707,Madhya Pradesh,Balaghat,Balaghat,Balaghat
708,Madhya Pradesh,Barwani,Barwani,Barwani
709,Madhya Pradesh,Betul,Betul,Betul
710,Madhya Pradesh,Betul,Multai,Multai
711,Madhya Pradesh,Bhind,Bhind,Bhind
712,Madhya Pradesh,Bhopal,Bhopal,Bhopal
713,Madhya Pradesh,Bhopal,Berasia,Berasia
714,Madhya Pradesh,Bhopal,Huzur,Huzur
715,Madhya Pradesh,Burhanpur,Burhanpur,Burhanpur
716,Madhya Pradesh,Chhatarpur,Nowgong,Nowgong
717,Madhya Pradesh,Chhatarpur,Chhatarpur,Chhatarpur
718,Madhya Pradesh,Chhindwara,Chhindwara,Chhindwara
719,Madhya Pradesh,Chhindwara,Sausar,Sausar
720,Madhya Pradesh,Damoh,Damoh,Damoh
721,Madhya Pradesh,Datia,Datia,Datia
722,Madhya Pradesh,Dewas,Dewas,Dewas
723,Madhya Pradesh,Dhar,Dhar,Dhar
724,Madhya Pradesh,Dhar,Manawar,Manawar
725,Madhya Pradesh,Dindori,Dindori,Dindori
726,Madhya Pradesh,Guna,Guna,Guna
727,Madhya Pradesh,Gwalior,Morena,Morena
728,Madhya Pradesh,Gwalior,Bhind,Bhind
729,Madhya Pradesh,Gwalior,Gwalior,Gwalior
730,Madhya Pradesh,Harda,Harda,Harda
731,Madhya Pradesh,Hoshangabad,Hoshangabad,Hoshangabad
732,Madhya Pradesh,Hoshangabad,Itarsi,Itarsi
733,Madhya Pradesh,Indore,Indore,Indore
734,Madhya Pradesh,Indore,Sanwer,Sanwer
735,Madhya Pradesh,Indore,Dewas,Dewas
736,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur
737,Madhya Pradesh,Jabalpur,Katni,Katni
738,Madhya Pradesh,Jhabua,Jhabua,Jhabua
739,Madhya Pradesh,Katni,Katni,Katni
740,Madhya Pradesh,Khandwa,Khandwa,Khandwa
741,Madhya Pradesh,Khandwa,Burhanpur,Burhanpur
742,Madhya Pradesh,Khargone,Barwani,Barwani
743,Madhya Pradesh,Khargone,Khargone,Khargone
744,Madhya Pradesh,Mandla,Mandla,Mandla
745,Madhya Pradesh,Mandsaur,Mandsaur,Mandsaur
746,Madhya Pradesh,Mandsaur,Neemuch,Neemuch
747,Madhya Pradesh,Morena,Morena,Morena
748,Madhya Pradesh,Narsinghpur,Narsinghpur,Narsinghpur
749,Madhya Pradesh,Neemuch,Neemuch,Neemuch
750,Madhya Pradesh,Panna,Panna,Panna
751,Madhya Pradesh,Raisen,Bhopal (Obaidullaganj),Bhopal (Obaidullaganj)
752,Madhya Pradesh,Raisen,Raisen,Raisen
753,Madhya Pradesh,Rajgarh,Biaora,Biaora
754,Madhya Pradesh,Ratlam,Jaora,Jaora
755,Madhya Pradesh,Ratlam,Ratlam,Ratlam
756,Madhya Pradesh,Rewa,Rewa,Rewa
757,Madhya Pradesh,Rewa,Satna,Satna
758,Madhya Pradesh,Sagar,Damoh,Damoh
759,Madhya Pradesh,Sagar,Sagar,Sagar
760,Madhya Pradesh,Satna,Satna,Satna
761,Madhya Pradesh,Sehore,Sehore,Sehore
762,Madhya Pradesh,Seoni,Seoni,Seoni
763,Madhya Pradesh,Shahdol,Shahdol,Shahdol
764,Madhya Pradesh,Shahdol,Umaria,Umaria
765,Madhya Pradesh,Shajapur,Shajapur,Shajapur
766,Madhya Pradesh,Shajapur,Shujalpur,Shujalpur
767,Madhya Pradesh,Sheopur,Sheopur,Sheopur
768,Madhya Pradesh,Shivpuri,Shivpuri,Shivpuri
769,Madhya Pradesh,Shivpuri,Guna,Guna
770,Madhya Pradesh,Sidhi,Sidhi,Sidhi
771,Madhya Pradesh,Singrauli,Singrauli,Singrauli
772,Madhya Pradesh,Tikamgarh,Chhatarpur,Chhatarpur
773,Madhya Pradesh,Tikamgarh,Tikamgarh,Tikamgarh
774,Madhya Pradesh,Ujjain,Nagda,Nagda
775,Madhya Pradesh,Ujjain,Ujjain,Ujjain
776,Madhya Pradesh,Umaria,Umaria,Umaria
777,Madhya Pradesh,Vidisha,Vidisha,Vidisha
778,Madhya Pradesh,Vidisha,Sironj,Sironj
779,Maharashtra,Ahmednagar,Shirdi,Shirdi
780,Maharashtra,Ahmednagar,Ahmednagar,Ahmednagar
781,Maharashtra,Ahmednagar,Kopargaon,Kopargaon
782,Maharashtra,Akola,Washim,Washim
783,Maharashtra,Akola,Akola,Akola
784,Maharashtra,Amravati,Yavatmal,Yavatmal
785,Maharashtra,Amravati,Amravati,Amravati
786,Maharashtra,Aurangabad,Aurangabad,Aurangabad
787,Maharashtra,Aurangabad,Paithan,Paithan
788,Maharashtra,Aurangabad,Jalna,Jalna
789,Maharashtra,Beed,Beed,Beed
790,Maharashtra,Beed,Ambejogai,Ambejogai
791,Maharashtra,Bhandara,Bhandara,Bhandara
792,Maharashtra,Buldhana,Buldhana,Buldhana
793,Maharashtra,Buldhana,Khamgaon,Khamgaon
794,Maharashtra,Chandrapur,Chandrapur,Chandrapur
795,Maharashtra,Chandrapur,Ballarpur,Ballarpur
796,Maharashtra,Dhule,Dhule,Dhule
797,Maharashtra,Dhule,Shirpur,Shirpur
798,Maharashtra,Gadchiroli,Gadchiroli,Gadchiroli
799,Maharashtra,Gondia,Gondia,Gondia
800,Maharashtra,Gondia,Tirora,Tirora
801,Maharashtra,Hingoli,Hingoli,Hingoli
802,Maharashtra,Jalgaon,Amalner,Amalner
803,Maharashtra,Jalgaon,Bhusawal,Bhusawal
804,Maharashtra,Jalgaon,Jalgaon,Jalgaon
805,Maharashtra,Jalna,Jalna,Jalna
806,Maharashtra,Kolhapur,Kolhapur,Kolhapur
807,Maharashtra,Kolhapur,Ichalkaranji,Ichalkaranji
808,Maharashtra,Latur,Latur,Latur
809,Maharashtra,Latur,Udgir,Udgir
810,Maharashtra,Mumbai City,Borivali,Borivali
811,Maharashtra,Mumbai City,CST,CST
812,Maharashtra,Mumbai City,Colaba,Colaba
813,Maharashtra,Mumbai City,Fort,Fort
814,Maharashtra,Mumbai City,Kurla,Kurla
815,Maharashtra,Mumbai City,Chembur,Chembur
816,Maharashtra,Mumbai City,Bandra,Bandra
817,Maharashtra,Mumbai City,Andheri,Andheri
818,Maharashtra,Mumbai City,Dadar,Dadar
819,Maharashtra,Mumbai Suburban,Ulhasnagar,Ulhasnagar
820,Maharashtra,Mumbai Suburban,Dombivli,Dombivli
821,Maharashtra,Mumbai Suburban,Ambernath,Ambernath
822,Maharashtra,Mumbai Suburban,Kalyan,Kalyan
823,Maharashtra,Mumbai Suburban,Thane,Thane
824,Maharashtra,Mumbai Suburban,Badlapur,Badlapur
825,Maharashtra,Nagpur,Wardha,Wardha
826,Maharashtra,Nagpur,Nagpur,Nagpur
827,Maharashtra,Nagpur,Kamptee,Kamptee
828,Maharashtra,Nagpur,Butibori,Butibori
829,Maharashtra,Nanded,Nanded,Nanded
830,Maharashtra,Nanded,Biloli,Biloli
831,Maharashtra,Nandurbar,Shahada,Shahada
832,Maharashtra,Nandurbar,Nandurbar,Nandurbar
833,Maharashtra,Nashik,Deolali,Deolali
834,Maharashtra,Nashik,Igatpuri,Igatpuri
835,Maharashtra,Nashik,Nashik,Nashik
836,Maharashtra,Nashik,Malegaon,Malegaon
837,Maharashtra,Osmanabad,Osmanabad,Osmanabad
838,Maharashtra,Palghar,Vasai,Vasai
839,Maharashtra,Palghar,Palghar,Palghar
840,Maharashtra,Parbhani,Parbhani,Parbhani
841,Maharashtra,Pune,Pimpri-Chinchwad,Pimpri-Chinchwad
842,Maharashtra,Pune,Baramati,Baramati
843,Maharashtra,Pune,Kothrud,Kothrud
844,Maharashtra,Pune,Pune,Pune
845,Maharashtra,Pune,Hadapsar,Hadapsar
846,Maharashtra,Pune,Lonavala,Lonavala
847,Maharashtra,Raigad,Uran,Uran
848,Maharashtra,Raigad,Alibag,Alibag
849,Maharashtra,Raigad,Panvel,Panvel
850,Maharashtra,Ratnagiri,Ratnagiri,Ratnagiri
851,Maharashtra,Ratnagiri,Chiplun,Chiplun
852,Maharashtra,Sangli,Islampur,Islampur
853,Maharashtra,Sangli,Miraj,Miraj
854,Maharashtra,Sangli,Sangli,Sangli
855,Maharashtra,Satara,Panchgani,Panchgani
856,Maharashtra,Satara,Karad,Karad
857,Maharashtra,Satara,Satara,Satara
858,Maharashtra,Sindhudurg,Sawantwadi,Sawantwadi
859,Maharashtra,Sindhudurg,Sindhudurg,Sindhudurg
860,Maharashtra,Solapur,Pandharpur,Pandharpur
861,Maharashtra,Solapur,Solapur,Solapur
862,Maharashtra,Solapur,Barshi,Barshi
863,Maharashtra,Thane,Navi Mumbai,Navi Mumbai
864,Maharashtra,Thane,Bhiwandi,Bhiwandi
865,Maharashtra,Thane,Thane,Thane
866,Maharashtra,Thane,Mira-Bhayandar,Mira-Bhayandar
867,Maharashtra,Wardha,Wardha,Wardha
868,Maharashtra,Washim,Washim,Washim
869,Maharashtra,Yavatmal,Wani,Wani
870,Maharashtra,Yavatmal,Yavatmal,Yavatmal
871,Manipur,Bishnupur,Bishnupur,Bishnupur
872,Manipur,Bishnupur,Moirang,Moirang
873,Manipur,Chandel,Chandel,Chandel
874,Manipur,Churachandpur,Churachandpur,Churachandpur
875,Manipur,Imphal East,Imphal,Imphal
876,Manipur,Imphal East,Porompat,Porompat
877,Manipur,Imphal West,Imphal,Imphal
878,Manipur,Imphal West,Lamphel,Lamphel
879,Manipur,Jiribam,Jiribam,Jiribam
880,Manipur,Kakching,Kakching,Kakching
881,Manipur,Kamjong,Kamjong,Kamjong
882,Manipur,Kangpokpi,Kangpokpi,Kangpokpi
883,Manipur,Noney,Noney,Noney
884,Manipur,Pherzawl,Pherzawl,Pherzawl
885,Manipur,Senapati,Senapati,Senapati
886,Manipur,Tamenglong,Tamenglong,Tamenglong
887,Manipur,Tengnoupal,Tengnoupal,Tengnoupal
888,Manipur,Thoubal,Thoubal,Thoubal
889,Manipur,Thoubal,Kakching,Kakching
890,Manipur,Ukhrul,Ukhrul,Ukhrul
891,Meghalaya,East Garo Hills,Williamnagar,Williamnagar
892,Meghalaya,East Jaintia Hills,Jowai,Jowai
893,Meghalaya,East Khasi Hills,Shillong,Shillong
894,Meghalaya,East Khasi Hills,Cherrapunji,Cherrapunji
895,Meghalaya,Eastern West Khasi Hills,Mairang,Mairang
896,Meghalaya,North Garo Hills,Resubelpara,Resubelpara
897,Meghalaya,Ri Bhoi,Nongpoh,Nongpoh
898,Meghalaya,South Garo Hills,Baghmara,Baghmara
899,Meghalaya,South West Garo Hills,Ampati,Ampati
900,Meghalaya,South West Khasi Hills,Mawkyrwat,Mawkyrwat
901,Meghalaya,West Garo Hills,Tura,Tura
902,Meghalaya,West Jaintia Hills,Khliehriat,Khliehriat
903,Meghalaya,West Khasi Hills,Nongstoin,Nongstoin
904,Mizoram,Aizawl,Aizawl,Aizawl
905,Mizoram,Aizawl,Durtlang,Durtlang
906,Mizoram,Champhai,Champhai,Champhai
907,Mizoram,Hnahthial,Hnahthial,Hnahthial
908,Mizoram,Khawzawl,Khawzawl,Khawzawl
909,Mizoram,Kolasib,Kolasib,Kolasib
910,Mizoram,Lawngtlai,Lawngtlai,Lawngtlai
911,Mizoram,Lunglei,Lunglei,Lunglei
912,Mizoram,Mamit,Mamit,Mamit
913,Mizoram,Saiha,Saiha,Saiha
914,Mizoram,Saitual,Saitual,Saitual
915,Mizoram,Serchhip,Serchhip,Serchhip
916,Nagaland,Chümoukedima,Chumukedima,Chumukedima
917,Nagaland,Dimapur,Dimapur,Dimapur
918,Nagaland,Dimapur,Chumukedima,Chumukedima
919,Nagaland,Kiphire,Kiphire,Kiphire
920,Nagaland,Kohima,Pfutsero,Pfutsero
921,Nagaland,Kohima,Kohima,Kohima
922,Nagaland,Longleng,Longleng,Longleng
923,Nagaland,Mokokchung,Mokokchung,Mokokchung
924,Nagaland,Mon,Mon,Mon
925,Nagaland,Niuland,Niuland,Niuland
926,Nagaland,Noklak,Noklak,Noklak
927,Nagaland,Peren,Peren,Peren
928,Nagaland,Phek,Phek,Phek
929,Nagaland,Shamator,Shamator,Shamator
930,Nagaland,Tseminyü,Tseminyu,Tseminyu
931,Nagaland,Tuensang,Tuensang,Tuensang
932,Nagaland,Wokha,Wokha,Wokha
933,Nagaland,Zunheboto,Zunheboto,Zunheboto
934,Odisha,Angul,Talcher,Talcher
935,Odisha,Angul,Angul,Angul
936,Odisha,Balangir,Balangir,Balangir
937,Odisha,Balasore,Jaleswar,Jaleswar
938,Odisha,Balasore,Balasore,Balasore
939,Odisha,Bargarh,Bargarh,Bargarh
940,Odisha,Bargarh,Padampur,Padampur
941,Odisha,Bhadrak,Dhamnagar,Dhamnagar
942,Odisha,Bhadrak,Bhadrak,Bhadrak
943,Odisha,Boudh,Boudh,Boudh
944,Odisha,Cuttack,Athagarh,Athagarh
945,Odisha,Cuttack,Choudwar,Choudwar
946,Odisha,Cuttack,Cuttack,Cuttack
947,Odisha,Debagarh,Deogarh,Deogarh
948,Odisha,Dhenkanal,Dhenkanal,Dhenkanal
949,Odisha,Gajapati,Paralakhemundi,Paralakhemundi
950,Odisha,Ganjam,Aska,Aska
951,Odisha,Ganjam,Berhampur,Berhampur
952,Odisha,Ganjam,Chhatrapur,Chhatrapur
953,Odisha,Jagatsinghapur,Jagatsinghpur,Jagatsinghpur
954,Odisha,Jajpur,Jajpur,Jajpur
955,Odisha,Jajpur,Vyasanagar,Vyasanagar
956,Odisha,Jharsuguda,Belpahar,Belpahar
957,Odisha,Jharsuguda,Jharsuguda,Jharsuguda
958,Odisha,Kalahandi,Bhawanipatna,Bhawanipatna
959,Odisha,Kandhamal,Phulbani,Phulbani
960,Odisha,Kendrapara,Kendrapara,Kendrapara
961,Odisha,Kendujhar,Kendujhar,Kendujhar
962,Odisha,Khordha,Khurda,Khurda
963,Odisha,Khordha,Bhubaneswar,Bhubaneswar
964,Odisha,Khordha,Jatani,Jatani
965,Odisha,Koraput,Jeypore,Jeypore
966,Odisha,Koraput,Koraput,Koraput
967,Odisha,Malkangiri,Malkangiri,Malkangiri
968,Odisha,Mayurbhanj,Rairangpur,Rairangpur
969,Odisha,Mayurbhanj,Baripada,Baripada
970,Odisha,Nabarangpur,Nabarangpur,Nabarangpur
971,Odisha,Nayagarh,Nayagarh,Nayagarh
972,Odisha,Nuapada,Nuapada,Nuapada
973,Odisha,Puri,Konark,Konark
974,Odisha,Puri,Pipili,Pipili
975,Odisha,Puri,Puri,Puri
976,Odisha,Rayagada,Gunupur,Gunupur
977,Odisha,Rayagada,Rayagada,Rayagada
978,Odisha,Sambalpur,Hirakud,Hirakud
979,Odisha,Sambalpur,Sambalpur,Sambalpur
980,Odisha,Sambalpur,Burla,Burla
981,Odisha,Subarnapur,Sonepur,Sonepur
982,Odisha,Sundargarh,Sundargarh,Sundargarh
983,Odisha,Sundargarh,Rourkela,Rourkela
984,Odisha,Sundargarh,Rajgangpur,Rajgangpur
985,Puducherry,Karaikal,Thirunallar,Thirunallar
986,Puducherry,Karaikal,Karaikal,Karaikal
987,Puducherry,Mahe,Mahe,Mahe
988,Puducherry,Puducherry,Puducherry,Puducherry
989,Puducherry,Puducherry,Villianur,Villianur
990,Puducherry,Puducherry,Oulgaret,Oulgaret
991,Puducherry,Yanam,Yanam,Yanam
992,Punjab,Amritsar,Tarn Taran,Tarn Taran
993,Punjab,Amritsar,Beas,Beas
994,Punjab,Amritsar,Amritsar,Amritsar
995,Punjab,Barnala,Barnala,Barnala
996,Punjab,Bathinda,Rampura Phul,Rampura Phul
997,Punjab,Bathinda,Bathinda,Bathinda
998,Punjab,Faridkot,Faridkot,Faridkot
999,Punjab,Faridkot,Kotkapura,Kotkapura
1000,Punjab,Fatehgarh Sahib,Mandi Gobindgarh,Mandi Gobindgarh
